limite superior;tiempo clave user_name linear_probing;tiempo clave user_id linear_probing;tiempo clave user_name quadratic;tiempo clave user_id quadratic;tiempo clave user_name double;tiempo clave user_id double;tiempo clave user_name abierto;tiempo clave user_id abierto;tiempo clave user_name stl;tiempo clave user_id stl
1000;0.00285522;0.00185621;0.00885869;0.0019391;0.00240699;0.00186123;0.00375704;0.00274867;0.00188525;0.00183493
5000;0.0126118;0.00880295;0.0178119;0.00884947;0.0113923;0.00871567;0.0165895;0.0127623;0.00930217;0.00894519
10000;0.0239761;0.0174963;0.0293112;0.0171454;0.0223726;0.0177633;0.0329208;0.0243299;0.0182995;0.0177373
15000;0.0403567;0.0282758;0.0436117;0.0295538;0.036794;0.0269729;0.0409332;0.0318111;0.0280477;0.0267229
20000;0.0499396;0.0352045;0.0549449;0.0357751;0.0465755;0.0357897;0.0658298;0.0503655;0.0374164;0.0358954
1000;0.00276269;0.00188611;0.0087641;0.0018698;0.00241197;0.001803;0.00371585;0.00277055;0.00192224;0.00180005
5000;0.0120623;0.0088149;0.0177386;0.00871502;0.0113358;0.00869999;0.016998;0.0123742;0.00932973;0.00898297
10000;0.0253572;0.0182675;0.0304207;0.0181226;0.0234572;0.0186125;0.0338937;0.0257675;0.0188956;0.0180641
15000;0.0398763;0.0277469;0.043278;0.0292966;0.0370611;0.0270621;0.0412655;0.031527;0.0281228;0.0267098
20000;0.0497189;0.0351409;0.0550192;0.0351181;0.0464248;0.0349221;0.0658669;0.050149;0.037728;0.0359995
1000;0.00280282;0.00186387;0.00874522;0.00187556;0.00238911;0.00187124;0.00376524;0.00271404;0.00190657;0.00178429
5000;0.0120496;0.00890263;0.0180822;0.00897044;0.0117442;0.0088328;0.0168692;0.0125089;0.00955253;0.00906306
10000;0.024086;0.0175212;0.0292814;0.0174196;0.0225523;0.0178693;0.0333812;0.0245272;0.018172;0.0175041
15000;0.0395767;0.0284188;0.0435069;0.0321989;0.0377314;0.027627;0.0415217;0.0321943;0.0285704;0.0276129
20000;0.0491687;0.0356483;0.0561221;0.0352858;0.0458468;0.0351236;0.0653557;0.0498425;0.0369389;0.0356017
1000;0.00270197;0.00198672;0.00887337;0.00191211;0.00268206;0.0018845;0.00373007;0.00277088;0.00190036;0.00184824
5000;0.0122246;0.00881097;0.0181395;0.00880567;0.0117702;0.00879425;0.0172079;0.0138406;0.00925354;0.00891395
10000;0.0242646;0.0182897;0.0291516;0.0174239;0.0231232;0.0181637;0.0331557;0.0242035;0.0184088;0.0177776
15000;0.0397575;0.0290384;0.0438829;0.0295852;0.0370945;0.0269991;0.0408703;0.0319573;0.0286222;0.0273264
20000;0.0494222;0.0348783;0.0554381;0.0351724;0.0454824;0.0345374;0.0660677;0.050158;0.0369045;0.0354151
1000;0.00276065;0.00195689;0.00873799;0.00189944;0.0024374;0.00183225;0.0037406;0.00272975;0.00187717;0.00181806
5000;0.0122906;0.0087434;0.0177012;0.00866855;0.0114531;0.00868251;0.0167335;0.0128058;0.00932241;0.0089577
10000;0.0245384;0.0176639;0.029801;0.017584;0.0227269;0.0190981;0.0329868;0.0243622;0.0186191;0.0179206
15000;0.0407174;0.0284842;0.0437809;0.0296465;0.0371176;0.027486;0.0412749;0.0317296;0.027976;0.0267286
20000;0.0489689;0.0353202;0.0547743;0.0352686;0.0457783;0.0346101;0.0652581;0.0495165;0.0376023;0.0359573
1000;0.00294489;0.00189669;0.00877707;0.00186376;0.00241228;0.00186532;0.00370207;0.00276338;0.00191779;0.00183307
5000;0.0122003;0.00880319;0.0179007;0.00876699;0.0113534;0.00874922;0.0171117;0.0124678;0.00925884;0.00894227
10000;0.0241659;0.0178317;0.0290997;0.0174274;0.0228733;0.0181973;0.0330933;0.0242443;0.0181929;0.0176404
15000;0.0398686;0.0281933;0.0436311;0.0293415;0.0372831;0.02705;0.0409247;0.031882;0.0280692;0.0267792
20000;0.0498669;0.0351763;0.0542653;0.0356821;0.0455558;0.0336917;0.0664356;0.0497151;0.0368534;0.0357567
1000;0.00284319;0.00191195;0.00864935;0.00185339;0.00239922;0.00185007;0.00373618;0.00273506;0.0018631;0.00193809
5000;0.0120734;0.00894392;0.018105;0.0088526;0.011584;0.0087392;0.0166549;0.0123828;0.00954464;0.009129
10000;0.0241507;0.0175177;0.0290234;0.0173225;0.0223368;0.0176801;0.0333422;0.0244085;0.0183276;0.0176578
15000;0.0399101;0.0279094;0.0436985;0.0290114;0.0367713;0.0273233;0.0413225;0.0317702;0.0279967;0.0267303
20000;0.050679;0.0350146;0.0572845;0.0352163;0.0451349;0.0344136;0.0703104;0.0514432;0.0380312;0.0363235
1000;0.00268872;0.00190641;0.00885235;0.00200242;0.00242071;0.00184185;0.00367293;0.00272001;0.00189304;0.00184288
5000;0.0119585;0.00869727;0.0181787;0.00858881;0.0113773;0.00867069;0.0177326;0.0126513;0.00923955;0.00889512
10000;0.0238897;0.0175046;0.0292967;0.0174605;0.0227051;0.0177085;0.0335738;0.0249127;0.0188198;0.0180829
15000;0.0407915;0.0285454;0.0438944;0.0293139;0.036597;0.0271815;0.041073;0.0320273;0.0285729;0.0272405
20000;0.0493313;0.0345356;0.0538278;0.0341071;0.0453549;0.034533;0.0659121;0.0501902;0.0374096;0.0358933
1000;0.00259203;0.00187501;0.0086338;0.00182299;0.0024539;0.00182509;0.00372468;0.00269899;0.00187869;0.00182311
5000;0.0120133;0.0086769;0.0175071;0.00864116;0.0115929;0.00861274;0.0167018;0.0124018;0.00924099;0.00891274
10000;0.0240762;0.0173619;0.0293801;0.0174651;0.0224221;0.017744;0.0332361;0.0242604;0.0183454;0.01766
15000;0.041231;0.0278814;0.0434643;0.028784;0.036982;0.0267615;0.0409497;0.0318907;0.0282059;0.0267062
20000;0.049139;0.0348821;0.0546974;0.0353303;0.0453073;0.0343639;0.0664636;0.0502343;0.0369036;0.0351946
1000;0.00279105;0.00186636;0.00911773;0.00185286;0.0024184;0.00182634;0.00369821;0.00271799;0.00191596;0.00179046
5000;0.0128391;0.00880605;0.0178646;0.00870646;0.0113766;0.00859135;0.0168702;0.0124891;0.0093686;0.00895846
10000;0.0244199;0.0179929;0.0293958;0.0177919;0.0230927;0.0179075;0.0327192;0.0246122;0.0184116;0.0177947
15000;0.0403048;0.0278805;0.0440621;0.0293393;0.0369746;0.0271726;0.0411084;0.0321317;0.0281516;0.0268706
20000;0.0488387;0.0354865;0.0554656;0.0357002;0.0458689;0.0349834;0.065948;0.0502287;0.0377357;0.0362199
1000;0.00283281;0.00189683;0.0094564;0.00185036;0.0024138;0.00188932;0.0037394;0.00276644;0.00191092;0.00187312
5000;0.0120446;0.00877473;0.0177134;0.00870075;0.0114589;0.00886199;0.0169632;0.012297;0.00930645;0.00901405
10000;0.0252958;0.018624;0.0300831;0.0181972;0.0235115;0.0184211;0.0335739;0.0254905;0.0190285;0.018287
15000;0.0403323;0.0286197;0.0440933;0.0302526;0.0372546;0.0274451;0.0410653;0.0318782;0.0288088;0.0273988
20000;0.0494651;0.0354335;0.0554543;0.0347287;0.0454334;0.0347753;0.0656001;0.0499988;0.0373577;0.0359548
1000;0.00259676;0.00191334;0.00900912;0.00183452;0.00240503;0.00184698;0.00372556;0.00270337;0.00188667;0.00188475
5000;0.0120722;0.00863108;0.0180359;0.0087808;0.0116292;0.00862059;0.0181537;0.0134821;0.00934851;0.0089927
10000;0.0244893;0.0176343;0.0292916;0.0175657;0.0228782;0.0177475;0.0325829;0.0245999;0.0184301;0.0178589
15000;0.0396714;0.0281734;0.0437732;0.0287245;0.0372032;0.0264084;0.0408949;0.032185;0.0278854;0.0268966
20000;0.0483294;0.0345877;0.0538477;0.0350143;0.0453622;0.0348015;0.0663099;0.0502794;0.0372146;0.0352812
